	Ritregla	ex_1_standardized	ex_2_standardized	ex_3_standardized	ex_1_original	ex_2_original	ex_3_original	ex_1_byt5-22-09	ex_2_byt5-22-09	ex_3_byt5-22-09	ex_1_byt5-23-12	ex_2_byt5-23-12	ex_3_byt5-23-12	ex_1_byt5-24-03	ex_2_byt5-24-03	ex_3_byt5-24-03	ex_1_greynir	ex_2_greynir	ex_3_greynir	ex_1_google	ex_2_google	ex_3_google	ex_1_word	ex_2_word	ex_3_word	ex_1_puki	ex_2_puki	ex_3_puki	ex_1_skrambi	ex_2_skrambi	ex_3_skrambi	ex_1_ice-gpt-sw3	ex_2_ice-gpt-sw3	ex_3_ice-gpt-sw3
204	21.2.6 (b)	Össur Skarphéðinsson alþingismaður varð ritstjóri.	Agnes M. Sigurðardóttir biskup Íslands vígði kirkjuna.	Jói frændi okkar kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson alþingismaður varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, Alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.	Össur Skarphéðinsson, alþingismaður, varð ritstjóri.	Agnes M. Sigurðardóttir, biskup Íslands, vígði kirkjuna.	Jói, frændi okkar, kom í veisluna.
205	21.2.7	Þetta er góð gerilsneydd mjólk.	Hann keypti íslensk ríkistryggð skuldabréf.	Mig langar ekki í kaldar franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.	Þetta er góð, gerilsneydd mjólk.	Hann keypti íslensk, ríkistryggð skuldabréf.	Mig langar ekki í kaldar, franskar kartöflur.
206	21.2.8	Kílóið er á 29,95 kr.	Pí er u.þ.b. 3,14.	Einn deilt með fjórum er 0,25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Ein deild með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pía er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.	Kílóið er á 29.95 kr.	Pí er u.þ.b. 3.14.	Einn deilt með fjórum er 0.25.
207	22.1	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast.	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf.	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram.	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast.	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf.	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast.	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf.	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram.	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádi-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádíl-Arabía er einræðisríki sem gengur í arf	HK sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf	Hik sigraði í 2. deild og fór upp í 1. deild ásamt Fram	Búið er að skipta kvótanum á milli útgerða eftir veiðireynslu þannig að í framtíðinni mun veiðitímabilið lengjast og verðmætið aukast.	Konungsríkið Sádí-Arabía er einræðisríki sem gengur í arf.	HK sigraði í annarri deild og fór upp í fyrstu deild ásamt Fram.
208	22.2	Henni svipaði mjög til annara annarra sena sem höfðu verið í gangi í Bretlandi á 7., 8. og 9. áratugunum.	Guðrún er í 2. bekk.	Á blaðsíðu 16 hefst 3. kafli.	Henni svipaði mjög til annara annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Henni svipaði mjög til annarra annarra sena sem höfðu verið í gangi í Bretlandi á 7., 8. og 9. áratugunum.	Guðrún er í 2. bekk.	Á blaðsíðu 16 hefst þriðji kafli.	Henni svipaði mjög til annarra sena sem höfðu verið í gangi í Bretlandi á 7., 8. og 9. áratugunum.	Guðrún er í 2. bekk.	Á blaðsíðu 16 hefst 3. kafli.	Henni svipaði mjög til annarra annarra sena sem höfðu verið í gangi í Bretlandi á 7., 8. og 9. áratugunum.	Guðrún er í 2. bekk.	Á blaðsíðu 16 hefst 3. kafli.	Henni svipaði mjög til annarra annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Honum svipaði mjög til annara annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Henni svipaði mjög til annara annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Henni svipaði mjög til annaða annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Henni svipaði mjög til annara annarra sena sem höfðu verið í gangi í Bretlandi á 7, 8. og 9. áratugunum.	Guðrún er í 2 bekk.	Á blaðsíðu 16 hefst 3 kafli.	Henni svipaði mjög til annarra annarra sena sem höfðu verið í gangi í Bretlandi á 7., 8. og 9. áratugunum.	Guðrún er í 2. bekk.	Á blaðsíðu 16 hefst þriðji kafli.
209	22.3 (a)	Hann greiddi henni 100 kr.	Þetta gerðist einhvern tíma í febrúar, líklega 22.	Elísabet var dóttir Hinriks VIII.	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VIII..	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22.	Elísabet var dóttir Hinriks VIII.	Hann greiddi henni 100 kr.	Þetta gerðist einhvern tíma í febrúar, líklega 22.	Elísabet var dóttir Hinriks VIII.	Hann greiddi henni 100 kr.	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VIII..	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22 ..	Elísabet var dóttir Hinriks VIII.	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VIII..	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VIII..	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VIII..	Hann greiddi henni 100 kr..	Þetta gerðist einhvern tíma í febrúar, líklega 22..	Elísabet var dóttir Hinriks VITI..	Hann greiddi henni 100 kr.	Þetta gerðist einhvern tíma í febrúar, líklega 22.	Elísabet var dóttir Hinriks VIII.
210	22.3 (b)	Hún keypti mat fyrir 500 kr.: mjólk og jógúrt.	Hún fékk 500 kr.; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks VIII.?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VIII?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VIII?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr.; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks VIII?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks VIII?	Hún keypti mat fyrir 500 kr.: Mjólk og jógúrt.	Hún fékk 500 kr.; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks VIII?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VIII?	Hún keypti mat fyrir 500 krá: mjólk og jógúrt.	Hún fékk 500 krá; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks VIII?	Hún keypti mat fyrir 500 ár: mjólk og jógúrt.	Hún fékk 500 ár; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VIII?	Hún keypti mat fyrir 500 KR: mjólk og jógúrt.	Hún fékk 500 KR; peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VITI?	Hún keypti mat fyrir 500 kr: mjólk og jógúrt.	Hún fékk 500 kr. Peningurinn fór í mat.	Var Elísabet I. dóttir Hinriks Hinriks VIII?
211	22.4	14.000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149.500.000 km frá jörðu.	Næsti fundur verður 14.12.2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12,2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12, 2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12, 2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12. 2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12, 2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12,2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12,2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12,2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12,2017.	14000 manns rituðu nafn sitt á undirskriftalistann.	Sólin er að meðaltali 149500000 km frá jörðu.	Næsti fundur verður 14.12.2017.
212	22.5	Ég var vakinn á slaginu kl. 2.45 eins og til stóð.	Leikurinn verður kl. 18.30.	Kl. 12.45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12.45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18—30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12,45 fórum við í mat.	Ég var vakinn á slaginu kl. 2,45 eins og til stóð.	Leikurinn verður kl. 18-30.	Kl. 12:45 fórum við í mat.
213	22.6 (a)	Það mættu a.m.k. þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora o.s.frv.	Framkvæmdirnar eiga að kosta 10 ma.kr. hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora osfrv	Framkvæmdirnar eiga að kosta 10 ma kr hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora osfrv.	Framkvæmdirnar eiga að kosta 10 ma kr hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora o.s.frv.	Framkvæmdirnar eiga að kosta 10 ma kr hið minnsta.	Það mættu amk. þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora o.s.frv.	Framkvæmdirnar eiga að kosta 10 ma. kr. hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora osfrv	Framkvæmdirnar eiga að kosta 10 má kr. hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora os frv	Framkvæmdirnar eiga að kosta 10 ma kr hið minnsta.	Það mættu ak þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora o.s.frv.	Framkvæmdirnar eiga að kosta 10 má krá hið minnsta.	Það mættu akk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora osfrv	Framkvæmdirnar eiga að kosta 10 a ár hið minnsta.	Það mættu MK þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ. e. kennara, prófessora osfrv	Framkvæmdirnar eiga að kosta 10 MA KR hið minnsta.	Það mættu amk þúsund manns á viðburðinn.	Þetta á við um hámenntað fólk, þ.e. kennara, prófessora osfrv	Framkvæmdirnar eiga að kosta 10 ma. kr. hið minnsta.
214	22.6 (b)	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað NFVÍ.	Hann var í rauninni frá Rvík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá R.vík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá R.-Vík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá Rvík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað NFVÍ.	Hann var í rauninni frá Rvík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá Rávík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá R.vík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá R. vík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verslunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá R.vík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verslunarskóla Íslands, skammstafað N. F. V. Í.	Hann var í rauninni frá Rávík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?	Félagið heitir Nemendafélag Verzlunarskóla Íslands, skammstafað N.F.V.Í.	Hann var í rauninni frá Reykjavík en það vissi hún ekki.	Getur þú lagt inn pöntun fyrir 100 kg. af sementi?
